,work_year,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,SFC_Salary,SFC_Remote_Ratio,salary_bin,cotract,free_lance,full_time,part_time
0,2020,MI,Data Scientist,70000.0,EUR,79833.0,DE,0.0,DE,L,0.133055,0.0,Low,0,0,1,0
1,2020,SE,Machine Learning Scientist,260000.0,USD,260000.0,JP,0.0,JP,S,0.43333333333333335,0.0,Medium,0,0,1,0
2,2020,SE,Big Data Engineer,85000.0,GBP,109024.0,GB,50.0,GB,M,0.18170666666666666,0.5,Low,0,0,1,0
3,2020,MI,Product Data Analyst,20000.0,USD,20000.0,HN,0.0,HN,S,0.03333333333333333,0.0,Low,0,0,1,0
4,2020,SE,Machine Learning Engineer,150000.0,USD,150000.0,US,50.0,US,L,0.25,0.5,Low,0,0,1,0
5,2020,EN,Data Analyst,72000.0,USD,72000.0,US,100.0,US,L,0.12,1.0,Low,0,0,1,0
6,2020,SE,Lead Data Scientist,190000.0,USD,190000.0,US,100.0,US,S,0.31666666666666665,1.0,Medium,0,0,1,0
7,2020,MI,Data Scientist,11000000.0,HUF,35735.0,HU,50.0,HU,L,0.05955833333333333,0.5,Low,0,0,1,0
8,2020,MI,Business Data Analyst,135000.0,USD,135000.0,US,100.0,US,L,0.225,1.0,Low,0,0,1,0
9,2020,SE,Lead Data Engineer,125000.0,USD,125000.0,NZ,50.0,NZ,S,0.20833333333333334,0.5,Low,0,0,1,0
10,2020,EN,Data Scientist,45000.0,EUR,51321.0,FR,0.0,FR,S,0.085535,0.0,Low,0,0,1,0
11,2020,MI,Data Scientist,3000000.0,INR,40481.0,IN,0.0,IN,L,0.06746833333333334,0.0,Low,0,0,1,0
12,2020,EN,Data Scientist,35000.0,EUR,39916.0,FR,0.0,FR,M,0.06652666666666666,0.0,Low,0,0,1,0
13,2020,MI,Lead Data Analyst,87000.0,USD,87000.0,US,100.0,US,L,0.145,1.0,Low,0,0,1,0
14,2020,MI,Data Analyst,85000.0,USD,85000.0,US,100.0,US,L,0.14166666666666666,1.0,Low,0,0,1,0
15,2020,MI,Data Analyst,8000.0,USD,8000.0,PK,50.0,PK,L,0.013333333333333334,0.5,Low,0,0,1,0
16,2020,EN,Data Engineer,4450000.0,JPY,41689.0,JP,100.0,JP,S,0.06948166666666666,1.0,Low,0,0,1,0
17,2020,SE,Big Data Engineer,100000.0,EUR,114047.0,PL,100.0,GB,S,0.19007833333333332,1.0,Low,0,0,1,0
18,2020,EN,Data Science Consultant,423000.0,INR,5707.0,IN,50.0,IN,M,0.009511666666666667,0.5,Low,0,0,1,0
19,2020,MI,Lead Data Engineer,56000.0,USD,56000.0,PT,100.0,US,M,0.09333333333333334,1.0,Low,0,0,1,0
20,2020,MI,Machine Learning Engineer,299000.0,CNY,43331.0,CN,0.0,CN,M,0.07221833333333333,0.0,Low,0,0,1,0
21,2020,MI,Product Data Analyst,450000.0,INR,6072.0,IN,100.0,IN,L,0.01012,1.0,Low,0,0,1,0
22,2020,SE,Data Engineer,42000.0,EUR,47899.0,GR,50.0,GR,L,0.07983166666666666,0.5,Low,0,0,1,0
23,2020,MI,BI Data Analyst,98000.0,USD,98000.0,US,0.0,US,M,0.16333333333333333,0.0,Low,0,0,1,0
24,2020,MI,Lead Data Scientist,115000.0,USD,115000.0,AE,0.0,AE,L,0.19166666666666668,0.0,Low,0,0,1,0
25,2020,EX,Director of Data Science,325000.0,USD,325000.0,US,100.0,US,L,0.5416666666666666,1.0,High,0,0,1,0
26,2020,EN,Research Scientist,42000.0,USD,42000.0,NL,50.0,NL,L,0.07,0.5,Low,0,0,1,0
27,2020,SE,Data Engineer,720000.0,MXN,33511.0,MX,0.0,MX,S,0.05585166666666667,0.0,Low,0,0,1,0
28,2020,EN,Business Data Analyst,100000.0,USD,100000.0,US,100.0,US,L,0.16666666666666666,1.0,Low,1,0,0,0
29,2020,SE,Machine Learning Manager,157000.0,CAD,117104.0,CA,50.0,CA,L,0.19517333333333334,0.5,Low,0,0,1,0
30,2020,MI,Data Engineering Manager,51999.0,EUR,59303.0,DE,100.0,DE,S,0.09883833333333333,1.0,Low,0,0,1,0
31,2020,EN,Big Data Engineer,70000.0,USD,70000.0,US,100.0,US,L,0.11666666666666667,1.0,Low,0,0,1,0
32,2020,SE,Data Scientist,60000.0,EUR,68428.0,GR,100.0,US,L,0.11404666666666667,1.0,Low,0,0,1,0
33,2020,MI,Research Scientist,450000.0,USD,450000.0,US,0.0,US,M,0.75,0.0,High,0,0,1,0
34,2020,MI,Data Analyst,41000.0,EUR,46759.0,FR,50.0,FR,L,0.07793166666666666,0.5,Low,0,0,1,0
35,2020,MI,Data Engineer,65000.0,EUR,74130.0,AT,50.0,AT,L,0.12355,0.5,Low,0,0,1,0
36,2020,MI,Data Science Consultant,103000.0,USD,103000.0,US,100.0,US,L,0.17166666666666666,1.0,Low,0,0,1,0
37,2020,EN,Machine Learning Engineer,250000.0,USD,250000.0,US,50.0,US,L,0.4166666666666667,0.5,Medium,0,0,1,0
38,2020,EN,Data Analyst,10000.0,USD,10000.0,NG,100.0,NG,S,0.016666666666666666,1.0,Low,0,0,1,0
39,2020,EN,Machine Learning Engineer,138000.0,USD,138000.0,US,100.0,US,S,0.23,1.0,Low,0,0,1,0
40,2020,MI,Data Scientist,45760.0,USD,45760.0,PH,100.0,US,S,0.07626666666666666,1.0,Low,0,0,1,0
41,2020,EX,Data Engineering Manager,70000.0,EUR,79833.0,ES,50.0,ES,L,0.133055,0.5,Low,0,0,1,0
42,2020,MI,Machine Learning Infrastructure Engineer,44000.0,EUR,50180.0,PT,0.0,PT,M,0.08363333333333334,0.0,Low,0,0,1,0
43,2020,MI,Data Engineer,106000.0,USD,106000.0,US,100.0,US,L,0.17666666666666667,1.0,Low,0,0,1,0
44,2020,MI,Data Engineer,88000.0,GBP,112872.0,GB,50.0,GB,L,0.18812,0.5,Low,0,0,1,0
45,2020,EN,ML Engineer,14000.0,EUR,15966.0,DE,100.0,DE,S,0.02661,1.0,Low,0,0,0,1
46,2020,MI,Data Scientist,60000.0,GBP,76958.0,GB,100.0,GB,S,0.12826333333333334,1.0,Low,0,0,1,0
47,2020,SE,Data Engineer,188000.0,USD,188000.0,US,100.0,US,L,0.31333333333333335,1.0,Medium,0,0,1,0
48,2020,MI,Data Scientist,105000.0,USD,105000.0,US,100.0,US,L,0.175,1.0,Low,0,0,1,0
49,2020,MI,Data Engineer,61500.0,EUR,70139.0,FR,50.0,FR,L,0.11689833333333334,0.5,Low,0,0,1,0
50,2020,EN,Data Analyst,450000.0,INR,6072.0,IN,0.0,IN,S,0.01012,0.0,Low,0,0,1,0
51,2020,EN,Data Analyst,91000.0,USD,91000.0,US,100.0,US,L,0.15166666666666667,1.0,Low,0,0,1,0
52,2020,EN,AI Scientist,300000.0,DKK,45896.0,DK,50.0,DK,S,0.07649333333333333,0.5,Low,0,0,1,0
53,2020,EN,Data Engineer,48000.0,EUR,54742.0,PK,100.0,DE,L,0.09123666666666666,1.0,Low,0,0,1,0
54,2020,SE,Computer Vision Engineer,60000.0,USD,60000.0,RU,100.0,US,S,0.1,1.0,Low,0,1,0,0
55,2020,SE,Principal Data Scientist,130000.0,EUR,148261.0,DE,100.0,DE,M,0.24710166666666666,1.0,Low,0,0,1,0
56,2020,MI,Data Scientist,34000.0,EUR,38776.0,ES,100.0,ES,M,0.06462666666666667,1.0,Low,0,0,1,0
57,2020,MI,Data Scientist,118000.0,USD,118000.0,US,100.0,US,M,0.19666666666666666,1.0,Low,0,0,1,0
58,2020,SE,Data Scientist,120000.0,USD,120000.0,US,50.0,US,L,0.2,0.5,Low,0,0,1,0
59,2020,MI,Data Scientist,138350.0,USD,138350.0,US,100.0,US,M,0.23058333333333333,1.0,Low,0,0,1,0
60,2020,MI,Data Engineer,110000.0,USD,110000.0,US,100.0,US,L,0.18333333333333332,1.0,Low,0,0,1,0
61,2020,MI,Data Engineer,130800.0,USD,130800.0,ES,100.0,US,M,0.218,1.0,Low,0,0,1,0
62,2020,EN,Data Scientist,19000.0,EUR,21669.0,IT,50.0,IT,S,0.036115,0.5,Low,0,0,0,1
63,2020,SE,Data Scientist,412000.0,USD,412000.0,US,100.0,US,L,0.6866666666666666,1.0,High,0,0,1,0
64,2020,SE,Machine Learning Engineer,40000.0,EUR,45618.0,HR,100.0,HR,S,0.07603,1.0,Low,0,0,1,0
65,2020,EN,Data Scientist,55000.0,EUR,62726.0,DE,50.0,DE,S,0.10454333333333334,0.5,Low,0,0,1,0
66,2020,EN,Data Scientist,43200.0,EUR,49268.0,DE,0.0,DE,S,0.08211333333333333,0.0,Low,0,0,1,0
67,2020,SE,Data Science Manager,190200.0,USD,190200.0,US,100.0,US,M,0.317,1.0,Medium,0,0,1,0
68,2020,EN,Data Scientist,105000.0,USD,105000.0,US,100.0,US,S,0.175,1.0,Low,0,0,1,0
69,2020,SE,Data Scientist,80000.0,EUR,91237.0,AT,0.0,AT,S,0.15206166666666668,0.0,Low,0,0,1,0
70,2020,MI,Data Scientist,55000.0,EUR,62726.0,FR,50.0,LU,S,0.10454333333333334,0.5,Low,0,0,1,0
71,2020,MI,Data Scientist,37000.0,EUR,42197.0,FR,50.0,FR,S,0.07032833333333334,0.5,Low,0,0,1,0
72,2021,EN,Research Scientist,60000.0,GBP,82528.0,GB,50.0,GB,L,0.13754666666666668,0.5,Low,0,0,1,0
73,2021,EX,BI Data Analyst,150000.0,USD,150000.0,IN,100.0,US,L,0.25,1.0,Low,0,0,1,0
74,2021,EX,Head of Data,235000.0,USD,235000.0,US,100.0,US,L,0.39166666666666666,1.0,Medium,0,0,1,0
75,2021,SE,Data Scientist,45000.0,EUR,53192.0,FR,50.0,FR,L,0.08865333333333333,0.5,Low,0,0,1,0
76,2021,MI,BI Data Analyst,100000.0,USD,100000.0,US,100.0,US,M,0.16666666666666666,1.0,Low,0,0,1,0
77,2021,MI,3D Computer Vision Researcher,400000.0,INR,5409.0,IN,50.0,IN,M,0.009015,0.5,Low,0,0,0,1
78,2021,MI,ML Engineer,270000.0,USD,270000.0,US,100.0,US,L,0.45,1.0,Medium,1,0,0,0
79,2021,EN,Data Analyst,80000.0,USD,80000.0,US,100.0,US,M,0.13333333333333333,1.0,Low,0,0,1,0
80,2021,SE,Data Analytics Engineer,67000.0,EUR,79197.0,DE,100.0,DE,L,0.131995,1.0,Low,0,0,1,0
81,2021,MI,Data Engineer,140000.0,USD,140000.0,US,100.0,US,L,0.23333333333333334,1.0,Low,0,0,1,0
82,2021,MI,Applied Data Scientist,68000.0,CAD,54238.0,GB,50.0,CA,L,0.09039666666666667,0.5,Low,0,0,1,0
83,2021,MI,Machine Learning Engineer,40000.0,EUR,47282.0,ES,100.0,ES,S,0.07880333333333334,1.0,Low,0,0,1,0
84,2021,EX,Director of Data Science,130000.0,EUR,153667.0,IT,100.0,PL,L,0.2561116666666667,1.0,Medium,0,0,1,0
85,2021,MI,Data Engineer,110000.0,PLN,28476.0,PL,100.0,PL,L,0.04746,1.0,Low,0,0,1,0
86,2021,EN,Data Analyst,50000.0,EUR,59102.0,FR,50.0,FR,M,0.09850333333333333,0.5,Low,0,0,1,0
87,2021,MI,Data Analytics Engineer,110000.0,USD,110000.0,US,100.0,US,L,0.18333333333333332,1.0,Low,0,0,1,0
88,2021,SE,Lead Data Analyst,170000.0,USD,170000.0,US,100.0,US,L,0.2833333333333333,1.0,Medium,0,0,1,0
89,2021,SE,Data Analyst,80000.0,USD,80000.0,BG,100.0,US,S,0.13333333333333333,1.0,Low,0,0,1,0
90,2021,SE,Marketing Data Analyst,75000.0,EUR,88654.0,GR,100.0,DK,L,0.14775666666666668,1.0,Low,0,0,1,0
91,2021,EN,Data Science Consultant,65000.0,EUR,76833.0,DE,100.0,DE,S,0.128055,1.0,Low,0,0,1,0
92,2021,MI,Lead Data Analyst,1450000.0,INR,19609.0,IN,100.0,IN,L,0.032681666666666664,1.0,Low,0,0,1,0
93,2021,SE,Lead Data Engineer,276000.0,USD,276000.0,US,0.0,US,L,0.46,0.0,Medium,0,0,1,0
94,2021,EN,Data Scientist,2200000.0,INR,29751.0,IN,50.0,IN,L,0.049585,0.5,Low,0,0,1,0
95,2021,MI,Cloud Data Engineer,120000.0,SGD,89294.0,SG,50.0,SG,L,0.14882333333333334,0.5,Low,0,0,1,0
96,2021,EN,AI Scientist,12000.0,USD,12000.0,BR,100.0,US,S,0.02,1.0,Low,0,0,0,1
97,2021,MI,Financial Data Analyst,450000.0,USD,450000.0,US,100.0,US,L,0.75,1.0,High,0,0,1,0
98,2021,EN,Computer Vision Software Engineer,70000.0,USD,70000.0,US,100.0,US,M,0.11666666666666667,1.0,Low,0,0,1,0
99,2021,MI,Computer Vision Software Engineer,81000.0,EUR,95746.0,DE,100.0,US,S,0.15957666666666667,1.0,Low,0,0,1,0
100,2021,MI,Data Analyst,75000.0,USD,75000.0,US,0.0,US,L,0.125,0.0,Low,0,0,1,0
101,2021,SE,Data Engineer,150000.0,USD,150000.0,US,100.0,US,L,0.25,1.0,Low,0,0,1,0
102,2021,MI,BI Data Analyst,11000000.0,HUF,36259.0,HU,50.0,US,L,0.06043166666666667,0.5,Low,0,0,1,0
103,2021,MI,Data Analyst,62000.0,USD,62000.0,US,0.0,US,L,0.10333333333333333,0.0,Low,0,0,1,0
104,2021,MI,Data Scientist,73000.0,USD,73000.0,US,0.0,US,L,0.12166666666666667,0.0,Low,0,0,1,0
105,2021,MI,Data Analyst,37456.0,GBP,51519.0,GB,50.0,GB,L,0.085865,0.5,Low,0,0,1,0
106,2021,MI,Research Scientist,235000.0,CAD,187442.0,CA,100.0,CA,L,0.3124033333333333,1.0,Medium,0,0,1,0
107,2021,SE,Data Engineer,115000.0,USD,115000.0,US,100.0,US,S,0.19166666666666668,1.0,Low,0,0,1,0
108,2021,SE,Data Engineer,150000.0,USD,150000.0,US,100.0,US,M,0.25,1.0,Low,0,0,1,0
109,2021,EN,Data Engineer,2250000.0,INR,30428.0,IN,100.0,IN,L,0.05071333333333333,1.0,Low,0,0,1,0
110,2021,SE,Machine Learning Engineer,80000.0,EUR,94564.0,DE,50.0,DE,L,0.15760666666666667,0.5,Low,0,0,1,0
111,2021,SE,Director of Data Engineering,82500.0,GBP,113476.0,GB,100.0,GB,M,0.18912666666666667,1.0,Low,0,0,1,0
112,2021,SE,Lead Data Engineer,75000.0,GBP,103160.0,GB,100.0,GB,S,0.17193333333333333,1.0,Low,0,0,1,0
113,2021,EN,AI Scientist,12000.0,USD,12000.0,PK,100.0,US,M,0.02,1.0,Low,0,0,0,1
114,2021,MI,Data Engineer,38400.0,EUR,45391.0,NL,100.0,NL,L,0.07565166666666667,1.0,Low,0,0,1,0
115,2021,EN,Machine Learning Scientist,225000.0,USD,225000.0,US,100.0,US,L,0.375,1.0,Medium,0,0,1,0
116,2021,MI,Data Scientist,50000.0,USD,50000.0,NG,100.0,NG,L,0.08333333333333333,1.0,Low,0,0,1,0
117,2021,MI,Data Science Engineer,34000.0,EUR,40189.0,GR,100.0,GR,M,0.06698166666666666,1.0,Low,0,0,1,0
118,2021,EN,Data Analyst,90000.0,USD,90000.0,US,100.0,US,S,0.15,1.0,Low,0,0,1,0
119,2021,MI,Data Engineer,200000.0,USD,200000.0,US,100.0,US,L,0.3333333333333333,1.0,Medium,0,0,1,0
120,2021,MI,Big Data Engineer,60000.0,USD,60000.0,ES,50.0,RO,M,0.1,0.5,Low,0,0,1,0
121,2021,SE,Principal Data Engineer,200000.0,USD,200000.0,US,100.0,US,M,0.3333333333333333,1.0,Medium,0,0,1,0
122,2021,EN,Data Analyst,50000.0,USD,50000.0,US,100.0,US,M,0.08333333333333333,1.0,Low,0,0,1,0
123,2021,EN,Applied Data Scientist,80000.0,GBP,110037.0,GB,0.0,GB,L,0.183395,0.0,Low,0,0,1,0
124,2021,EN,Data Analyst,8760.0,EUR,10354.0,ES,50.0,ES,M,0.017256666666666667,0.5,Low,0,0,0,1
125,2021,MI,Principal Data Scientist,151000.0,USD,151000.0,US,100.0,US,L,0.25166666666666665,1.0,Low,0,0,1,0
126,2021,SE,Machine Learning Scientist,120000.0,USD,120000.0,US,50.0,US,S,0.2,0.5,Low,0,0,1,0
127,2021,MI,Data Scientist,700000.0,INR,9466.0,IN,0.0,IN,S,0.015776666666666668,0.0,Low,0,0,1,0
128,2021,EN,Machine Learning Engineer,20000.0,USD,20000.0,IN,100.0,IN,S,0.03333333333333333,1.0,Low,0,0,1,0
129,2021,SE,Lead Data Scientist,3000000.0,INR,40570.0,IN,50.0,IN,L,0.06761666666666667,0.5,Low,0,0,1,0
130,2021,EN,Machine Learning Developer,100000.0,USD,100000.0,IQ,50.0,IQ,S,0.16666666666666666,0.5,Low,0,0,1,0
131,2021,EN,Data Scientist,42000.0,EUR,49646.0,FR,50.0,FR,M,0.08274333333333334,0.5,Low,0,0,1,0
132,2021,MI,Applied Machine Learning Scientist,38400.0,USD,38400.0,VN,100.0,US,M,0.064,1.0,Low,0,0,1,0
133,2021,SE,Computer Vision Engineer,24000.0,USD,24000.0,BR,100.0,BR,M,0.04,1.0,Low,0,0,1,0
134,2021,EN,Data Scientist,100000.0,USD,100000.0,US,0.0,US,S,0.16666666666666666,0.0,Low,0,0,1,0
135,2021,MI,Data Analyst,90000.0,USD,90000.0,US,100.0,US,M,0.15,1.0,Low,0,0,1,0
136,2021,MI,ML Engineer,7000000.0,JPY,63711.0,JP,50.0,JP,S,0.106185,0.5,Low,0,0,1,0
137,2021,MI,ML Engineer,8500000.0,JPY,77364.0,JP,50.0,JP,S,0.12894,0.5,Low,0,0,1,0
138,2021,SE,Principal Data Scientist,220000.0,USD,220000.0,US,0.0,US,L,0.36666666666666664,0.0,Medium,0,0,1,0
139,2021,EN,Data Scientist,80000.0,USD,80000.0,US,100.0,US,M,0.13333333333333333,1.0,Low,0,0,1,0
140,2021,MI,Data Analyst,135000.0,USD,135000.0,US,100.0,US,L,0.225,1.0,Low,0,0,1,0
141,2021,SE,Data Science Manager,240000.0,USD,240000.0,US,0.0,US,L,0.4,0.0,Medium,0,0,1,0
142,2021,SE,Data Engineering Manager,150000.0,USD,150000.0,US,0.0,US,L,0.25,0.0,Low,0,0,1,0
143,2021,MI,Data Scientist,82500.0,USD,82500.0,US,100.0,US,S,0.1375,1.0,Low,0,0,1,0
144,2021,MI,Data Engineer,100000.0,USD,100000.0,US,100.0,US,L,0.16666666666666666,1.0,Low,0,0,1,0
145,2021,SE,Machine Learning Engineer,70000.0,EUR,82744.0,BE,50.0,BE,M,0.13790666666666668,0.5,Low,0,0,1,0
146,2021,MI,Research Scientist,53000.0,EUR,62649.0,FR,50.0,FR,M,0.104415,0.5,Low,0,0,1,0
147,2021,MI,Data Engineer,90000.0,USD,90000.0,US,100.0,US,L,0.15,1.0,Low,0,0,1,0
148,2021,SE,Data Engineering Manager,153000.0,USD,153000.0,US,100.0,US,L,0.255,1.0,Medium,0,0,1,0
149,2021,SE,Cloud Data Engineer,160000.0,USD,160000.0,BR,100.0,US,S,0.26666666666666666,1.0,Medium,0,0,1,0
150,2021,SE,Director of Data Science,168000.0,USD,168000.0,JP,0.0,JP,S,0.28,0.0,Medium,0,0,1,0
151,2021,MI,Data Scientist,150000.0,USD,150000.0,US,100.0,US,M,0.25,1.0,Low,0,0,1,0
152,2021,MI,Data Scientist,95000.0,CAD,75774.0,CA,100.0,CA,L,0.12629,1.0,Low,0,0,1,0
153,2021,EN,Data Scientist,13400.0,USD,13400.0,UA,100.0,UA,L,0.022333333333333334,1.0,Low,0,0,1,0
154,2021,SE,Data Science Manager,144000.0,USD,144000.0,US,100.0,US,L,0.24,1.0,Low,0,0,1,0
155,2021,SE,Data Science Engineer,159500.0,CAD,127221.0,CA,50.0,CA,L,0.212035,0.5,Low,0,0,1,0
156,2021,MI,Data Scientist,160000.0,SGD,119059.0,SG,100.0,IL,M,0.19843166666666667,1.0,Low,0,0,1,0
157,2021,MI,Applied Machine Learning Scientist,423000.0,USD,423000.0,US,50.0,US,L,0.705,0.5,High,0,0,1,0
158,2021,SE,Data Analytics Manager,120000.0,USD,120000.0,US,100.0,US,M,0.2,1.0,Low,0,0,1,0
159,2021,EN,Machine Learning Engineer,125000.0,USD,125000.0,US,100.0,US,S,0.20833333333333334,1.0,Low,0,0,1,0
160,2021,EX,Head of Data,230000.0,USD,230000.0,RU,50.0,RU,L,0.38333333333333336,0.5,Medium,0,0,1,0
161,2021,EX,Head of Data Science,85000.0,USD,85000.0,RU,0.0,RU,M,0.14166666666666666,0.0,Low,0,0,1,0
162,2021,MI,Data Engineer,24000.0,EUR,28369.0,MT,50.0,MT,L,0.047281666666666666,0.5,Low,0,0,1,0
163,2021,EN,Data Science Consultant,54000.0,EUR,63831.0,DE,50.0,DE,L,0.106385,0.5,Low,0,0,1,0
164,2021,EX,Director of Data Science,110000.0,EUR,130026.0,DE,50.0,DE,M,0.21671,0.5,Low,0,0,1,0
165,2021,SE,Data Specialist,165000.0,USD,165000.0,US,100.0,US,L,0.275,1.0,Medium,0,0,1,0
166,2021,EN,Data Engineer,80000.0,USD,80000.0,US,100.0,US,L,0.13333333333333333,1.0,Low,0,0,1,0
167,2021,EX,Director of Data Science,250000.0,USD,250000.0,US,0.0,US,L,0.4166666666666667,0.0,Medium,0,0,1,0
168,2021,EN,BI Data Analyst,55000.0,USD,55000.0,US,50.0,US,S,0.09166666666666666,0.5,Low,0,0,1,0
169,2021,MI,Data Architect,150000.0,USD,150000.0,US,100.0,US,L,0.25,1.0,Low,0,0,1,0
170,2021,MI,Data Architect,170000.0,USD,170000.0,US,100.0,US,L,0.2833333333333333,1.0,Medium,0,0,1,0
171,2021,MI,Data Engineer,60000.0,GBP,82528.0,GB,100.0,GB,L,0.13754666666666668,1.0,Low,0,0,1,0
172,2021,EN,Data Analyst,60000.0,USD,60000.0,US,100.0,US,S,0.1,1.0,Low,0,0,1,0
173,2021,SE,Principal Data Scientist,235000.0,USD,235000.0,US,100.0,US,L,0.39166666666666666,1.0,Medium,0,0,1,0
174,2021,SE,Research Scientist,51400.0,EUR,60757.0,PT,50.0,PT,L,0.10126166666666667,0.5,Low,0,0,1,0
175,2021,SE,Data Engineering Manager,174000.0,USD,174000.0,US,100.0,US,L,0.29,1.0,Medium,0,0,1,0
176,2021,MI,Data Scientist,58000.0,MXN,2859.0,MX,0.0,MX,S,0.004765,0.0,Low,0,0,1,0
177,2021,MI,Data Scientist,30400000.0,CLP,40038.0,CL,100.0,CL,L,0.06673,1.0,Low,0,0,1,0
178,2021,EN,Machine Learning Engineer,81000.0,USD,81000.0,US,50.0,US,S,0.135,0.5,Low,0,0,1,0
179,2021,MI,Data Scientist,420000.0,INR,5679.0,IN,100.0,US,S,0.009465,1.0,Low,0,0,1,0
180,2021,MI,Big Data Engineer,1672000.0,INR,22611.0,IN,0.0,IN,L,0.037685,0.0,Low,0,0,1,0
181,2021,MI,Data Scientist,76760.0,EUR,90734.0,DE,50.0,DE,L,0.15122333333333332,0.5,Low,0,0,1,0
182,2021,MI,Data Engineer,22000.0,EUR,26005.0,RO,0.0,US,L,0.04334166666666667,0.0,Low,0,0,1,0
183,2021,SE,Finance Data Analyst,45000.0,GBP,61896.0,GB,50.0,GB,L,0.10316,0.5,Low,0,0,1,0
184,2021,MI,Machine Learning Scientist,12000.0,USD,12000.0,PK,50.0,PK,M,0.02,0.5,Low,0,1,0,0
185,2021,MI,Data Engineer,4000.0,USD,4000.0,IR,100.0,IR,M,0.006666666666666667,1.0,Low,0,0,1,0
186,2021,SE,Data Analytics Engineer,50000.0,USD,50000.0,VN,100.0,GB,M,0.08333333333333333,1.0,Low,0,0,1,0
187,2021,EX,Data Science Consultant,59000.0,EUR,69741.0,FR,100.0,ES,S,0.116235,1.0,Low,0,0,1,0
188,2021,SE,Data Engineer,65000.0,EUR,76833.0,RO,50.0,GB,S,0.128055,0.5,Low,0,0,1,0
189,2021,MI,Machine Learning Engineer,74000.0,USD,74000.0,JP,50.0,JP,S,0.12333333333333334,0.5,Low,0,0,1,0
190,2021,SE,Data Science Manager,152000.0,USD,152000.0,US,100.0,FR,L,0.25333333333333335,1.0,Low,0,0,1,0
191,2021,EN,Machine Learning Engineer,21844.0,USD,21844.0,CO,50.0,CO,M,0.036406666666666664,0.5,Low,0,0,1,0
192,2021,MI,Big Data Engineer,18000.0,USD,18000.0,MD,0.0,MD,S,0.03,0.0,Low,0,0,1,0
193,2021,SE,Data Science Manager,174000.0,USD,174000.0,US,100.0,US,L,0.29,1.0,Medium,0,0,1,0
194,2021,SE,Research Scientist,120500.0,CAD,96113.0,CA,50.0,CA,L,0.16018833333333332,0.5,Low,0,0,1,0
195,2021,MI,Data Scientist,147000.0,USD,147000.0,US,50.0,US,L,0.245,0.5,Low,0,0,1,0
196,2021,EN,BI Data Analyst,9272.0,USD,9272.0,KE,100.0,KE,S,0.015453333333333333,1.0,Low,0,0,1,0
197,2021,SE,Machine Learning Engineer,1799997.0,INR,24342.0,IN,100.0,IN,L,0.04057,1.0,Low,0,0,1,0
198,2021,SE,Data Science Manager,4000000.0,INR,54094.0,IN,50.0,US,L,0.09015666666666666,0.5,Low,0,0,1,0
199,2021,EN,Data Science Consultant,90000.0,USD,90000.0,US,100.0,US,S,0.15,1.0,Low,0,0,1,0
